"","business_id","Group 1","Group 2","Group 3","Group 4","Group 5"
"1360","A8Khz3eeqIFFGaXurg3hxw",31,28,30,19,16
"1361","a8yzGF79KcfyRye2R6wt3Q",13,14,14,12,10
"1362","A9TCNsHFQvRcsZ6zOB7Xxg",10,14,21,11,6
"1363","a9Wk44qJLWoJQT-_H8MB-w",24,16,26,34,35
"1364","a9Z5KKEDaC4Y4MHiRZhzzA",8,6,5,1,3
"1365","Aa-UgGOs1lDZzQhap370Ig",26,23,21,13,19
"1366","aACW1qAdOfgcU8yX61dOFw",19,22,12,10,15
"1367","aACX0qwz9gCm3ieEaQhyXg",36,14,8,12,8
"1368","aAG5kJU_8t9QS_pEXPI7sw",5,7,13,16,10
"1369","AAGO39io2Ko0fgr6BhH-yQ",3,12,5,12,3
"1370","Aalbsk2pFczUedpRWKUyPw",11,41,57,44,38
"1371","AarlEEwzIeyOgPOff2cnxQ",16,17,19,25,20
"1372","AARPDt5fBYkxoTLSQiNZLw",33,37,32,27,16
"1373","aastrx4llH7kBL97DWfsXA",20,6,9,11,14
"1374","aatc6tdT8rXUenDEM-L8BQ",42,40,45,65,74
"1375","AATvrPqbgZ64dLfqSvNSow",5,3,8,5,4
"1376","AB5RgQ0ZnMThdqgFS3cPuw",42,42,37,38,26
"1377","aBjWR-Mol58GMsRAdz2Tjw",14,13,16,24,19
"1378","ABrSt3fsirLrUYNVrD3fbQ",26,52,50,57,65
"1379","abXdTFbY9nPGyslSp8GlgQ",22,53,54,46,59
"1380","Ac-Y4OG9TKCzh2LxIoQaug",3,3,1,0,1
"1381","aCMhR8XTu-f8GgMHYl0ipA",33,38,27,28,19
"1382","aCQ5J6y246BULC7COBRATg",9,10,10,10,8
"1383","acQofBOprmw0QLkmgrWWng",6,3,4,3,6
"1384","Acvp0JnNJlb9vDCMA-nswA",1,4,10,5,13
"1385","AcYJ6qYKY_46qE5zabJP0w",23,13,21,10,18
"1386","acZ2GUh3R_wcu4r3Z5tSCQ",15,9,7,8,8
"1387","AD0FE_5dM7pWy5YdbMZaGQ",24,14,23,22,24
"1388","aD7AKpx1ENQValF8enmsFA",2,3,0,2,3
"1389","aDBT5MB0L2JCUo3kqgFRJw",12,12,18,26,23
"1390","AdEFp9zXwOO84mc1OC37aA",44,34,44,36,44
"1391","ADJIoHN3uLx-JalYl3r3Dw",50,19,38,25,13
"1392","Adjy6wjncsbWpRMo5-FlbQ",10,4,6,8,7
"1393","adPVJMkRrS8_3VHQKw5-qw",7,21,12,7,7
"1394","ADTZPVMIYJN0jAvvHxcBMw",61,90,106,106,160
"1395","aDXJ0R_0NQYck2LHcmcA2Q",7,2,6,5,2
"1396","AEJTaKJx1CayETLF1weeFQ",3,7,2,4,4
"1397","aEKOooAlNN2pntcxjLS61Q",20,8,1,0,0
"1398","AeKTQBtPRDHLAFL9bzbUnA",232,261,210,229,229
"1399","AeuSMT-IX9fl4qNUEU1abQ",23,10,15,12,14
"1400","aeylHhet5Sfqe9uMrD9IhQ",7,11,9,5,12
"1401","af7ZkF4r4ywWQF-QTXvsCA",13,14,15,12,5
"1402","AFDFOs2GaIyUArGyEUDQzQ",42,44,34,20,20
"1403","affjTj3KukF943igpTWIng",17,8,9,8,6
"1404","AfWA8pvc5AW9QafQLui7_A",40,66,93,98,157
"1405","AG3jFaQcABSFF-ry3l5t5g",28,17,14,16,11
"1406","agAVp73coNTY6c7cTiRVsA",8,18,18,14,15
"1407","aGbjLWzcrnEx2ZmMCFm3EA",712,701,708,675,609
"1408","AgJbkqR-wre409if4fTbWQ",12,13,13,14,9
"1409","agPZUQ17Rz0xiCXq8U31TA",6,15,18,13,18
"1410","Agr28_3DohGpTAD0NGS95Q",20,29,28,30,17
"1411","aH-nESmW4XmmIdcAe7R-pA",2,4,4,3,1
"1412","AHcDWLn-OZR7qxoXwyfBoQ",0,1,0,3,2
"1413","ahKN6wh6z2vZsd8C7AyG5A",19,16,14,24,18
"1414","AhoyhGxkDkejYRcI_uql8w",8,9,7,3,6
"1415","AhpzPZH3b0PGT9mVoLCQDg",78,69,80,73,74
"1416","AhVAj8F7jjMJcqKD30XwMw",0,1,0,2,1
"1417","aI_RzGMU35cFL1St2HgPkw",15,17,11,11,10
"1418","Aicnm12Zped8nQFXyRRFvw",16,22,10,26,15
"1419","aidjBZ-cLeRmrsAPM6ZkcA",58,55,61,50,54
"1420","AImFKNLvdDsktWK1PbpPsQ",17,12,9,12,19
"1421","Aio5aGXkf0aEeGCcSpWkRg",32,29,46,37,28
"1422","Aj_I7ITqTBFFvVZxnqFgFw",16,7,8,15,12
"1423","AJ_tIT3N1SLLmlphsc94BA",20,23,17,21,26
"1424","aj2FShIkWIm1i1qnTljP6w",16,16,21,20,31
"1425","AJ6zl44qj8jEnp4NhmaWnA",0,0,0,0,2
"1426","AjE4uM-VaGP3QPCjSjIEaw",2,7,6,7,2
"1427","aJfqFfBvVfPimdqf7D471g",39,23,19,17,20
"1428","AjgLxtP_cejKAlw3GmXpsQ",7,4,10,7,10
"1429","AjO3sJJ_VEsN_RZZT7gUBw",14,11,21,11,7
"1430","ajvIamc7FSXEE9ifM0GSRA",26,13,11,12,12
"1431","AjVRPatAHLNwbnx3GWk5Gg",23,25,29,25,34
"1432","aJXTOpOX9M81YkS4LnWXqQ",4,6,9,4,3
"1433","AjZLGVy8GgpdCCXCtCXV_A",19,5,6,2,3
"1434","AK5vEe8X2Ynoivau1B3RlA",10,8,9,7,5
"1435","akdf7KdJtz0a283ajd0oRQ",21,28,16,27,40
"1436","AkOruz5CrCxUmXe1p_WoRg",107,125,139,126,127
"1437","akYe4za4jNTJbBKqF-KRBA",2,4,5,2,2
"1438","AKyTwyfCRHAQ-W4oMRKVtA",23,19,13,15,22
"1439","AL2w0DAM7-6sJkBVI2qtHg",15,12,14,10,16
"1440","Alk2AVNg3wTrI4L1d-krZw",2,5,5,6,1
"1441","aLMStInNBczJKtIJFMlwJA",90,64,64,64,82
"1442","Aln3dngHMyG6OyPBe7fucw",18,14,11,14,10
"1443","AlvGCHZX0n5puR9eZSZ4lg",13,15,12,11,5
"1444","alWTl5MRC4VE2t9W1mNSIQ",84,83,83,86,87
"1445","aLWvaNTOUr1wdOizitoOuA",66,61,82,71,54
"1446","AlxZVcq_DOobj6RwTejrXg",5,7,5,10,10
"1447","aLZoFhOmDtonrWJzUzh8TA",7,9,5,6,6
"1448","AM36SGbY0Beq3Jtc9YQv4A",10,11,7,9,12
"1449","AmFV6GidAE0QfYUx6th4sw",9,7,8,7,17
"1450","amr-TqfnMpxmWf2RqnK_lA",68,60,78,79,91
"1451","AMwr-IwwaamJ2l3Z8yce6Q",32,31,23,12,21
"1452","aMxgW7RlILhF-vcD-sihhg",22,23,23,16,17
"1453","aMy2sgNVXt3XRStW3dIh1g",12,14,9,9,11
"1454","Ane4XcpP7aWzhjd8SGiciQ",18,9,13,9,16
"1455","aNuyJOFNrb-d71amzPpxlw",28,33,33,26,24
"1456","Any6WyiVNmgbnWLqoxPXgQ",5,7,8,5,12
"1457","aO0t2iAKDISTjrFXJW8Drg",0,4,3,3,1
"1458","ao9QoUXxxXJenr2Q1pYjAQ",3,10,2,9,1
"1459","aOl2Rdic2qP8-u6XkX1Kzg",0,6,5,5,6
"1460","aOlGzngiGZaoewGKAimjTA",2,0,0,3,4
"1461","AoO0FJyUm01lmIJJTcPWEQ",25,29,34,46,39
"1462","AOTOKHGbEorQSWr-KVmHZw",20,10,14,8,7
"1463","ap1F9dQZn8KRZFjWRetLew",4,1,4,2,1
"1464","apCfJVnRyaw6oVUBKujpUQ",27,34,40,28,21
"1465","APe_0I6DqbNQonSlEkMSEQ",77,107,143,153,136
"1466","apEkYsUz31lI3tcJoC4HbA",21,15,11,10,6
"1467","ApEvXLmsPMWsUVEfPkrmfg",25,25,23,19,15
"1468","ApG4dNw5khlkL7g_qaTQXg",4,6,12,17,12
"1469","APgL23vh7f7H_wAGTl57xQ",28,23,26,20,22
"1470","ApN_f85W091Ufxq4_qYUzw",8,3,4,1,1
"1471","APzio4blbje5mhMGJqP8Ew",1,2,0,1,3
"1472","aQ9qHCd6OBIOvClTlnZrZg",14,27,28,40,53
"1473","aqD66Sve2mE4cq021LWQmA",7,5,5,0,3
"1474","AqLxXwn-3EtupCOAVe8vGw",2,8,6,2,3
"1475","aqpKYPR1wbK2tIdNN04pmg",25,15,16,12,6
"1476","ar90fbRbQtiyZLtwjwwXUg",27,37,41,46,52
"1477","aRaeSj5VgiNx78qHuGGNNA",37,50,52,38,54
"1478","ARaVjaEsdxv02zyTxL5shw",7,8,11,6,3
"1479","aRkYtXfmEKYG-eTDf_qUsw",188,252,259,264,243
"1480","AryNioF9fxl8RYGiIE7fSA",22,39,28,34,38
"1481","aS-mHlVamCV2rTiw8RrNdw",27,32,38,31,41
"1482","ASN-bDe1cVl3Y8-lnqA7Og",40,44,33,54,44
"1483","ASOiJ8MmbBTgK2D1_MQrqg",117,164,202,232,235
"1484","aSW8D-uiz8mupVU8XNlZlw",3,3,5,2,1
"1485","ASwN3Ih0Eh1oH0npLbzVjA",5,2,3,1,5
"1486","AsX-6ECbV83zGJLUVMre9w",16,19,24,25,29
"1487","ASyaFw0TGprG1em3ukLxjw",4,0,2,6,1
"1488","aSZzH68--YxNQYAO5nKBkA",53,79,79,74,54
"1489","At05MsdU0-aR_LEwu_zDsA",11,14,11,14,19
"1490","At5QunMaG3ExLZYEWHZP3Q",56,61,70,66,66
"1491","atARVxH-1iiNKJgbSdxrHg",26,12,10,8,6
"1492","atC08JSxcbm9HzU8eOLuZg",13,17,26,15,18
"1493","aTDQyaJEbVregCFHa9ShQA",15,13,11,10,6
"1494","ateowLnq6kpgNNWHzCDByQ",304,311,261,206,199
"1495","AtJzxpkKh3VMTqmkHhy0Lw",21,26,23,24,11
"1496","ATlvKv-7gmvHQJdtiC2AxA",9,4,1,4,2
"1497","atoBBGiiE0uLH9B82XJeWw",3,7,5,7,7
"1498","Atp1VH9m4_BizRyFluM-oA",4,2,3,3,1
"1499","aTqFeIRwtjCBSMJ8uzAoIA",43,40,29,22,32
"1500","aTUHVjsSH7YLV_wD3i4Lsw",0,7,6,3,1
"1501","aTwYIgWQUfoa2HobcjodTw",27,52,49,41,86
"1502","atyhHJJbB0c29wTrkIIIxA",33,23,25,18,10
"1503","atzOrsnL_2pL6OttGbgUeA",72,72,63,62,81
"1504","aUb1ulqB4B1y6kQuqRV3cg",17,9,8,6,5
"1505","AUDuCSWYzzRP3H2w7TxtuQ",9,5,7,7,15
"1506","AuhN2byA2Cyn-uzWD-pJxw",12,5,4,8,1
"1507","AumuGuTg3HqvtwbLPi-ZCg",50,70,73,61,84
"1508","auorqdHiATGZHVd-sd79ZQ",28,42,46,53,66
"1509","AuQD43d9bgvxbFVZiwC0ig",17,17,16,19,11
"1510","auUKSSOujnrS1kha7a_yIg",11,11,15,11,9
"1511","auY20UqUcNCA3NovX8NnOQ",5,9,4,10,5
"1512","AvcGHFz4EY5VY2StiB2BMw",7,9,4,11,10
"1513","aVMdLni50mFdgS8c5xsa-A",6,5,5,4,14
"1514","avmPDHiZlkXqoX6Wk0qbBQ",10,7,17,13,8
"1515","AVQG9O8zAnW_f2a8MU8b2A",13,27,31,42,55
"1516","AVUpq52fSE9q3v9tO-i_3g",17,20,18,15,8
"1517","avvNnkpGpGIS-2CClsduXA",3,4,3,4,2
"1518","AvwIMzfWoe8uhF3m1PAMBA",58,19,23,14,9
"1519","awchAzxp8VwNcgj5oz9WDg",111,82,114,64,63
"1520","awgH-AOkuEX22F9ObdVHIA",7,17,15,14,11
"1521","AWLrBBkovnoJxhOglCygXw",13,3,6,5,6
"1522","AWNFXi9hLqo1WhEdMh7FOA",36,44,30,36,40
"1523","AwQorTMV_hspc7Y6D_bFmw",14,14,24,19,23
"1524","AwQwf4mbaJfE4F5Tk2KQRg",11,13,10,10,12
"1525","Ax2VRlmMuT1RsSvQHsOJTg",49,63,82,84,90
"1526","AX8lx9wHNYT45lyd7pxaYw",31,38,32,33,38
"1527","aX8xuj7PWFGVqyBN06ysQw",4,9,7,13,17
"1528","AxdOGtJ8bJmL8uXB0AQS5A",58,55,74,67,72
"1529","AxJIm3NLKWhDonFL3f59Wg",6,6,8,6,4
"1530","AXok1a8w0gNhdrWZ7L633g",36,36,37,44,39
"1531","aXR5-C3zCnXGYhDC3pFuiQ",1,3,3,0,1
"1532","aXRtJioBYidoHdS2GTTKhA",29,29,23,23,26
"1533","AxScnvjfLqpPmTLXGjNhcA",4,6,12,8,15
"1534","aXthTj06rRhELf3yhh-LLg",6,10,12,13,13
"1535","AXxtBH6ctfRD_pPh9ZsANQ",3,7,13,9,15
"1536","ay9zqzRGydZz_zfgSt05WQ",9,11,7,11,4
"1537","AYAb0qJX5wuT2sRtz4CjpA",10,9,5,15,16
"1538","aYAlzKHwXQn6JNLweRnZjQ",136,94,98,112,77
"1539","aybLDQRhUwOr7WoQfdofPQ",13,10,13,14,22
"1540","AYbUb5UcAngroJ6uJG7tLQ",43,57,74,69,69
"1541","AYeeWujHF-va8vJME8Qxgg",11,16,22,19,37
"1542","aYGh5LBKzajGS5JjTkZRhA",9,8,3,0,3
"1543","AyiiaUHG3b3TEWHJZbjslA",29,40,40,32,34
"1544","aYpqQ3qoSe5WZb7p47UzhQ",15,22,12,15,10
"1545","AYPTLvxlCw2euajnglksTA",4,0,3,4,3
"1546","ayTBDjx-S7TH4maWKBiAFw",12,12,12,9,10
"1547","Az85N0Z4OKxOAzGdigi1nA",87,89,113,103,105
"1548","azn6ATfBilcbLltriyMx2Q",8,21,11,13,16
"1549","aZxOgq88dKetB2ahJsRRQQ",4,2,1,0,0
"1550","azXr0xlsOKDDiICIFnXi1Q",37,44,45,31,43
"1551","B_aOu7idHDU7_5t5RNuydA",34,49,38,40,44
"1552","B_fVPPUxw0TA9TfT5NB5AQ",5,4,6,5,5
"1553","B_K4A2gIK7Q8rPmBDYI86w",4,8,13,8,13
"1554","B-DLw09xS5mgAC0lvlGUxw",7,5,2,4,2
"1555","b-t3nNmRw6alKw4aSqAgPg",34,33,26,25,23
"1556","B-urUvRjp0GJ8-Kos2Rjrw",15,19,10,14,12
"1557","b-VLJb2e35qdhJmmbbZ36g",5,5,11,5,4
"1558","B0Vuwn6Hugc-0U5n31YBfg",4,5,4,7,3
"1559","b1aTHVkqCa4kZITbu9khtA",33,28,33,29,25
"1560","b1rF_Y3xbdPwP_z9NHFMjQ",10,11,14,15,14
"1561","b1Rosp3eIyRKgSbr6Axg1Q",18,23,15,17,16
"1562","b1UFKFcUDOV--s2fAYVQvw",3,3,3,2,7
"1563","b3HiA0pIJ-qIUfXwqIvAZQ",3,2,4,4,3
"1564","B3X4Cbty1G_m9abGL47sQw",65,38,35,51,46
"1565","B4DU-hCTykF5_2q-9I4Chw",2,6,3,6,11
"1566","B4gZkGO_MtZRXt20yyM-EA",8,8,7,12,10
"1567","b4mnB0Ck6gp4VeSM44kQCA",10,15,15,12,14
"1568","B57bpBW_1x5NiWpOyva8NQ",12,11,7,6,9
"1569","b5cEoKR8iQliq-yT2_O0LQ",90,84,113,107,114
"1570","B5n_4U72uoZ3mkZeQCt9RQ",2,0,0,0,0
"1571","B5r7ThTRABAQjEwJtfMPcQ",1,2,3,1,4
"1572","B6DUg2krZFY3fCECiL_xvQ",40,34,21,23,25
"1573","B6sT5YGBYB9KfhkiZtzQ4A",7,3,14,14,9
"1574","B7crMY7g2Haz8cvox8732g",25,30,29,36,47
"1575","b7prZvrrRV8RyymqXNLKmQ",28,38,42,31,31
"1576","B7txe-1iQs1A2rmFMJ8uug",16,20,15,25,27
"1577","B9337ajJcmVBztIMAPUWAA",37,21,17,11,9
"1578","B9C6j80ob0f1pwi1Cnnd1Q",6,9,6,5,2
"1579","b9WZJp5L1RZr4F1nxclOoQ",4,14,13,10,12
"1580","BAbYfKQaQImLil6xqaOFyA",13,22,15,13,21
"1581","BAI4kpesOp539n1EBZxObg",4,6,1,2,1
"1582","BAiEY0izul3u6_5huPenDA",1,4,3,4,3
"1583","bAJfE2EWGJ3lVyEt5xshDQ",2,1,2,0,0
"1584","bAKErQneMNuEThzhMgXFJw",12,10,2,1,1
"1585","bAty9chWtByodcGQq8OVfA",11,11,16,10,11
"1586","baV9mE-cD9u-buA9N_k-Xg",21,7,11,5,8
"1587","bb1B0Af68Fbv4TB0zfQf6w",12,8,7,9,7
"1588","bB1bVvOMkfvWFVbNmRl_VA",74,81,67,58,64
"1589","bbd0caaIBMJH6tHDjevQKg",7,4,5,3,5
"1590","BblCFCBYOJxU-tbvMDXuTQ",10,5,7,5,5
"1591","bbmuF6LtbP51bk0Ia0p1rw",15,11,9,8,5
"1592","BBQe1NQW0s-SKjBBHelJ_A",5,4,1,1,0
"1593","BbsiNNh2FNbU2fHIgAOk2A",1,1,3,2,2
"1594","bBXvquZvRnxfYqkHsYpTtQ",5,6,8,14,11
"1595","bc-lE-wGVAsUrX-kJhtY-Q",43,80,75,84,85
"1596","bc3AXuhpyrn7tnmhj1gIeA",4,2,4,2,3
"1597","BcgeVKa6S48N2-U0IfM-VA",35,21,21,23,22
"1598","BCr9sVNxGOSgpiCFQ5y4AA",10,6,13,9,14
"1599","BcRb2bBN9pGdV8Ef5-dKUA",18,26,22,32,30
"1600","bCRrLdBLel3y73tA8w6C3Q",163,115,90,78,25
"1601","BCsYkzqxGY_xmi5q_ayFDw",10,13,15,11,18
"1602","bctAeRstsGS7fNeNR5bIvQ",2,2,2,1,3
"1603","bcW-OuYklAXeEZWBgc7TaA",23,16,25,10,22
"1604","BD74uSwDe175zEqfppDRvg",36,30,48,32,31
"1605","BdC1PNadRbZPlipU074A7A",34,20,38,32,21
"1606","BdDmayuzP7MmzC_-4n5WOA",0,2,1,0,1
"1607","BdHq8McnAFZ_TinhrQrNuQ",33,29,22,13,10
"1608","bDR6kF5Aw9guBkaahSAchw",16,11,14,15,12
"1609","bE_cw4gUA4KqfA5CFVEzYg",10,8,11,13,20
"1610","Be7qKBwWHTMZHsdiOQVjvg",10,19,22,29,32
"1611","BEDbyHfEjh-_qu2-r1uz5Q",6,7,3,0,3
"1612","bEQjf7c-9qkNWgXvriSGZw",14,10,16,19,11
"1613","BeSDpZgoDwYfTMUBJQwdEQ",32,31,24,32,14
"1614","BESmH-lmMm34_EefL8X9fQ",36,39,49,58,61
"1615","bF7KQ6AQK5rBS7aOFKtlWg",19,19,28,14,9
"1616","bf8T6yovdPsyH6KTwhDuRQ",7,7,2,4,8
"1617","bfANvTlrA7cpgiRoYjAc0g",37,21,19,21,11
"1618","bfDQai9X59uWK-XgP0t6rA",32,20,21,19,11
"1619","bffCUYaQ4FejTfu_xFwjyQ",3,2,2,0,3
"1620","BFG2ed8LgIo5TNsrwgxu8g",4,4,4,4,1
"1621","bFIOaAXd7iv6Zvnqx7D71A",25,25,22,23,18
"1622","BfiU8hGgUpNNm7t-ljnwmw",7,8,5,7,3
"1623","BfnwW7f18N4J0MD-bnh1zQ",1,3,3,3,2
"1624","bFosvxlK1PWI6dqvIKpQ5w",10,5,17,16,19
"1625","bfvWK_R9eEsKqoJUy-BYEw",13,10,13,7,20
"1626","BFZHdg2TRrgw56CyqkSryA",43,39,28,42,40
"1627","bGj9djLAHjNR55OXsIDrAg",155,102,79,71,57
"1628","bgKZqrB85ecmHSkYWHwy2w",8,8,8,8,12
"1629","Bgsr91YOV0F48h0OUCgciA",6,8,17,17,11
"1630","bgTB6MgdVQssXhkNJ7qIfw",72,119,90,114,145
"1631","BGtv0z3JbjpvnNRp3zM-Qw",8,10,10,17,10
"1632","bhaY3bt-GxmcNDrBXu1XsA",9,9,22,20,42
"1633","bhlYtbKglGpFWeBfyEVttQ",0,1,1,2,5
"1634","BhzKGQ5SzC3quHTv0zF17g",7,13,10,14,15
"1635","BI62nIQbYzdzE2hbESAM3A",1,1,0,5,3
"1636","bI9VF3W1SPQtsIRtfYZzWg",16,14,10,10,13
"1637","BicQSnGZnY_yuGEDkhVfnA",9,12,10,12,9
"1638","BINYfrtGp3A4w0d5E7kbYw",21,34,38,32,45
"1639","BIprAvpTBXFlRmnTVbrGyg",13,5,7,14,13
"1640","BITOIhndla5OfxdqAWwYEg",9,4,13,8,7
"1641","BITUQfpxGgwU5vdS7zlgeQ",4,10,9,16,14
"1642","BIu0DeKyHguKqYTjyjnt0g",1,1,0,0,0
"1643","biXLMur413xefp9eTGnUGg",6,9,13,8,11
"1644","Bj3v6XY-0arzKQmT0giSKA",42,31,25,27,25
"1645","Bjt3rB73dvSDe1XEPEWc6w",38,48,54,50,58
"1646","bK3TRL0Bie8GLEBHMCCfQA",4,2,1,0,0
"1647","bkbOmsZ9cOggOnpKsxOyiQ",18,8,16,25,18
"1648","bKcmSucAGlKHwwVZNvhI3w",24,49,67,64,77
"1649","bkF_a54ODbT3vTZdtI4tiw",9,9,8,11,10
"1650","bkmolzp1NqT2QKs5zl9_nw",2,2,1,3,1
"1651","BKR18gyfLzuFz0-4CYTeiw",41,36,33,34,43
"1652","BL_ELzIWVw52uY71b6EKfQ",8,14,18,13,15
"1653","bL_zVv5o7IbYhYjwaEBA3Q",13,11,10,8,18
"1654","bl9N61Xpu6JAN-mk8qr5ow",0,2,0,2,5
"1655","blBsSQPXO5T8bWr7-pu-vQ",4,5,7,3,4
"1656","Blkk9ztFRKL0JRo2YDTQgw",20,17,11,9,8
"1657","BLQoL7ftkE3c2VagJM76dA",29,15,9,11,20
"1658","BLTrjqOHhtg6yYk8ObeAxQ",4,4,7,9,6
"1659","BLuvXw3UMS51o3e3nRwXFQ",23,23,11,5,6
"1660","BM0-dgPJMBMmcmO9PVCJfQ",27,26,26,25,16
"1661","bMfvRSC-KaTu3QYGMWTv9A",17,15,17,17,25
"1662","BmivTn4IkSZUwYOZf38z0Q",2,3,0,2,3
"1663","BMjggIgOghBMEXPo8q7q3w",3,11,12,13,10
"1664","BMl0s3R8_M7ux2TQgAqE_g",57,66,55,38,43
"1665","bMygiwZWA_UzCUCw6C11Iw",4,3,1,2,2
"1666","bn2HqLj_XpPG9UE3mAo5cg",20,27,28,32,26
"1667","BnbJTzFHzwC9qRTZa2pTHQ",6,13,11,6,7
"1668","bneYjIvbcQknNkJ2lDwRZg",3,4,2,1,5
"1669","bNGR0iQTx8hXRmQv4hV5gw",19,12,6,3,1
"1670","BNTw6sX6fDWe-pmyY1FeDA",41,35,29,31,30
"1671","bNu-PVXtfyLE6A1qv9bDcA",6,6,6,5,5
"1672","BNweK7pzxuuUroi8inU_UQ",14,18,17,14,17
"1673","BO_TJFFJyXu8i2rW83hG3g",9,12,8,24,21
"1674","BO0zz8gort7o-6KuecIv3Q",17,3,7,1,0
"1675","bO2rQLEntQLcg675LjEqaA",11,21,14,10,20
"1676","bOB11LVavtN9PWTNwR52Tw",110,74,108,91,68
"1677","bObecQabUijQx5wonxlGQA",4,9,2,4,2
"1678","BOKoQAw-O1OKntO64v5NIw",5,10,15,13,14
"1679","BOp3jcpYy31M85H1DLnEEw",21,16,25,29,42
"1680","botAdj1CUl2wA_Dz1Y-kIw",10,3,3,3,0
"1681","boxO5rTwArJqyjOQyBYxcg",11,9,9,7,8
"1682","bp8T6-NZFKw3-Ga6ssU28w",8,11,13,11,5
"1683","Bp93pemXBdiEkZqdK-vtgw",54,70,64,69,90
"1684","bpGFetX8muk0GxAT3Oea3Q",54,73,87,88,99
"1685","BPi1Q5wX0_o5VlO_XRyYuQ",61,49,57,67,60
"1686","BpMdiKy1Pf5VdBouzuui4A",19,9,12,6,19
"1687","BPN8GzoigZNQHEve5iP-gw",8,20,13,7,10
"1688","Bpp8unXZmbyxSZS7D93Jog",21,22,21,30,22
"1689","bpPVn4nF8YR40BjhO6YP1w",9,4,4,11,2
"1690","BpSLpzq_NRYghGSsb10G3A",34,37,38,43,40
"1691","bPVotyFvP_FNSIr4R8evcw",21,20,25,28,32
"1692","BpWeAIGCrl5jxt-sMJgDsg",22,37,46,33,42
"1693","BqB7P_2SkevtNbWoIY5kCw",19,21,37,36,38
"1694","bQiAU9rKpdixtFuX0OoRmA",30,46,40,44,43
"1695","BqKc6l8vCebZNTF-yfvPhQ",6,7,5,3,3
"1696","BQOLVEsUCPM4yJcNkTO2VQ",15,5,5,6,0
"1697","bqoWtCDQ2oNc8_u_2I057A",0,2,2,2,1
"1698","BqrTtox0JbG-P_DKBB5bBw",411,381,387,329,362
"1699","bqS-Wh36Khyk1lo_1LBYIg",20,27,14,14,6
"1700","brh2UFHRO0bFfq7KUTbQFA",22,24,26,27,34
"1701","BRhKD4BEMg6NagsD3z-0YA",34,25,24,20,18
"1702","BrhWp_b0x-17kTUyF-9vCQ",21,9,7,12,13
"1703","bRYNYkMSghVlszXcOtA2XA",15,3,2,3,1
"1704","BS9SxqHR7aO0rSmT_emoLw",10,11,9,2,1
"1705","BSarxqA5A-FsiBxG4dDCdw",6,6,4,15,18
"1706","BSlmhfVEsy16C_ZUpcyB8w",10,11,12,10,11
"1707","bsurBnPwOHcz8ATxzgxcEA",18,17,22,22,14
"1708","bsW3NBvfF-am860m4v-6FQ",2,0,0,1,0
"1709","BT2Vls7h6sWrCKa5gGXbKg",14,20,9,7,9
"1710","Bt7lGzIlPGc13iCXoc-TIw",65,81,82,100,120
"1711","bTaIdTtPQIVaj7GChPXGBA",5,3,3,5,7
"1712","btay-zbv6GGEp6c3Wg2MSw",19,15,14,18,16
"1713","BtblCdzuNjKyfgBKSJf8Gw",1,0,2,2,1
"1714","BtLtTRjvAGcwxHWBqfB2Yw",22,28,22,31,15
"1715","btlVeAeHKq287Ux6SrUwdw",16,13,16,11,20
"1716","Btmq4WdwevpVWTPjhzf1YQ",27,18,22,22,20
"1717","btp0v0Qk7CmOmuMdt3aqkQ",61,68,62,85,63
"1718","BTQevHTP6Px-NytPZvsRNA",4,5,1,5,3
"1719","btuXBnJEIkn7ax2TfvHQyw",21,24,16,13,23
"1720","bU1ShcSD6obWRDqyu-IG4w",12,12,7,8,10
"1721","BUEeOKuTJc4uZAp1A2dEhA",8,6,6,7,6
"1722","Bui7TEFaPwuZtW5QQg2oFQ",11,13,9,11,13
"1723","bUmnZJ1DjtDP2_qb2M62mg",26,25,44,37,34
"1724","buOw4-D2dVxOS_DOC4q8OQ",23,21,12,12,8
"1725","BuSfem8XiZ7s9ccu5dLXQA",12,14,18,14,16
"1726","buVALudg30kgkDusqB3yJw",13,26,23,12,11
"1727","BV8_BpJaWpU_HjjLiYZX-Q",21,11,16,12,8
"1728","BvacFV7Wr_dUlz3M5-aJ5w",35,23,27,15,13
"1729","BVgnavF-B0wxQhP7wJTAVg",3,14,6,15,11
"1730","bVhmUnhDE7qrrhcgldprcQ",27,18,14,5,10
"1731","bvPrzKDAvEed4tA2bNCsyQ",8,7,5,6,3
"1732","BvvGeF2zgacG54nCX6YDKA",19,24,28,37,51
"1733","BvyARfwpde38566aiDM10w",22,25,34,46,47
"1734","BW1JCE3Qj4uIokg7kLUL7w",154,175,196,198,224
"1735","BW52sBPn1Hbeh3LPsGLFtA",43,52,48,48,36
"1736","BW7Y49eHiOx5GRYAOlsuww",13,5,4,3,3
"1737","Bw92r5E7UA-Tgezt0CbJgA",38,51,75,61,48
"1738","bwaj94niH8eOG5p31IKB6Q",14,10,14,12,11
"1739","bWh8AvckcvbeHuQqfTMKAg",2,1,3,0,3
"1740","BWRU1OGnkjQvqSDvrR1FnQ",2,0,1,0,3
"1741","bwu0cUZfksuu-uzTPrrl2A",92,120,112,131,124
"1742","bx5Yc7-_E8wz3Lahpq88mQ",10,4,7,10,7
"1743","bxEd1ust_wI0Br-HLnEy0Q",14,18,44,31,40
"1744","By_GCpCBPCXMQkEBR4hymQ",31,30,23,22,26
"1745","bY0BbE_PFWnRjf5j48CjKg",12,14,7,2,3
